Agency,AgencyFull,Sector,SubSector,Activity,Sub Activity ,Sub Activity 2,Province,District,Type_of_Location,Status,StartDate,EndDate,Inside3RP,Total,Region,P_Code,P_Code_District,AgencyFull
ASAM,ASAM,Protection,Child Protection,"Community-based protection, safe spaces and community centres",Mobile,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,"Community-based protection, safe spaces and community centres",Mobile,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,"Community-based protection, strengthening community and family support (including social cohesion) ","Social, recreational or creative activities",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,"Community-based protection, strengthening community and family support (including social cohesion) ","Social, recreational or creative activities",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,"Community-based protection, strengthening community and family support (including social cohesion) ","Non-income generating skill building such as life skills, literacy and language classes",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,"Community-based protection, strengthening community and family support (including social cohesion) ","Non-income generating skill building such as life skills, literacy and language classes",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,"Community-based protection, strengthening community and family support (including social cohesion) ","Peace-building, reconciliation or inter-cultural activities",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,"Community-based protection, strengthening community and family support (including social cohesion) ","Peace-building, reconciliation or inter-cultural activities",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Legal assistance,"Legal information, advice or counselling",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Legal assistance,"Legal information, advice or counselling",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Legal assistance,"Legal information, advice or counselling",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Legal assistance,"Legal intervention, representation or accompaniment",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Legal assistance,"Legal intervention, representation or accompaniment",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Legal assistance,"Legal intervention, representation or accompaniment",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Mechanisms for accountability to affected populations,Complaints box,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Mechanisms for accountability to affected populations,Complaints box,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Mechanisms for accountability to affected populations,Complaints box,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Mechanisms for accountability to affected populations,Other,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Mechanisms for accountability to affected populations,Other,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Mechanisms for accountability to affected populations,Other,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
International Blue Crescent Relief and Development Foundation (IBC),International Blue Crescent Relief and Development Foundation (IBC),Protection,Protection,"Community-based protection, safe spaces and community centres",Integrated,(blank),Gaziantep,Islahiye,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701415,International Blue Crescent Relief and Development Foundation (IBC)
International Blue Crescent Relief and Development Foundation (IBC),International Blue Crescent Relief and Development Foundation (IBC),Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,Structured and sustained CP and PSS activities,(blank),Gaziantep,Islahiye,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701415,International Blue Crescent Relief and Development Foundation (IBC)
ASAM,ASAM,Protection,Child Protection,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,National system strengthening (non-training),Information meetings or exchanges,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,National system strengthening (non-training),Information meetings or exchanges,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,National system strengthening (non-training),Information meetings or exchanges,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Protection monitoring,House visits done for protection monitoring,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Protection monitoring,House visits done for protection monitoring,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Protection monitoring,House visits done for protection monitoring,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Protection monitoring,Authority visits done for protection monitoring,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Protection monitoring,Authority visits done for protection monitoring,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Protection monitoring,Authority visits done for protection monitoring,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Protection monitoring,Detention monitoring,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Protection monitoring,Detention monitoring,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Protection monitoring,Detention monitoring,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,Structured and sustained CP and PSS activities,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,Structured and sustained CP and PSS activities,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,Structured and sustained CP and PSS activities,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Training,Supporting the capacity development of children,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Protection,Child Protection,Training,Supporting the capacity development of children,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,ECE ,Provide & support ECE programmes,"Provide materials to ECE programmes in community centres, ECE centres and/or TECs ",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,ECE ,Provide & support ECE programmes,"Provide materials to ECE programmes in community centres, ECE centres and/or TECs ",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,Formal education,Support access to formal education - address economic barriers to education,Provision of cash grants (education-related),,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,Formal education,Support access to formal education - address economic barriers to education,Provision of cash grants (education-related),,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,Formal education,Support access to formal education - address economic barriers to education,Provision of cash grants (education-related),,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,IFE/ NFE ,Deliver catch-up/ supplementary instruction programmes in Arabic,Provide catch-up/ supplementary instruction programmes in Arabic,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,IFE/ NFE ,Deliver catch-up/ supplementary instruction programmes in Turkish,Provide catch-up/ supplementary instruction programmes in Turkish,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,IFE/ NFE ,Provide life-skills training to adolescents and youth,Provide life-skills training to adolescents and youth,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,IFE/ NFE ,Provide life-skills training to adolescents and youth,Provide life-skills training to adolescents and youth,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,TVET & Skills training,Support access to TVET and skills training,Provide informal/ uncertified TVET and skills training programmes for persons over the age of 17,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,TVET & Skills training,Support access to TVET and skills training,Provide informal/ uncertified TVET and skills training programmes for persons over the age of 21,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,Turkish lang - under 18,Provide Turkish language classes for under 18s,Provide Turkish language classes for under 18s,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,Turkish lang - under 18,Provide Turkish language classes for under 18s,Provide Turkish language classes for under 18s,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,Turkish lang - over 18,Provide Turkish language classes for over 18s,Provide Turkish language classes for over 18s (excluding TOMER programmes),,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,Turkish lang - over 18,Provide Turkish language classes for over 18s,Provide Turkish language classes for over 18s (excluding TOMER programmes),,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,Outreach,Community outreach and advocacy for education,Community outreach and advocacy for education,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,Outreach,Community outreach and advocacy for education,Community outreach and advocacy for education,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
ASAM,ASAM,Education,Outreach,Community outreach and advocacy for education,Community outreach and advocacy for education,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,ASAM
Bonyan NGO,Bonyan NGO,Education,IFE/ NFE ,Provide life-skills training to adolescents and youth,Provide life-skills training to adolescents and youth,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,Bonyan NGO
Bonyan NGO,Bonyan NGO,Education,IFE/ NFE ,Provide life-skills training to adolescents and youth,Provide life-skills training to adolescents and youth,,Gaziantep,Sehitkamil,Host Community,Completed,,,Yes,1,SE,TR27,TR2701844,Bonyan NGO
CARE International,CARE International,Livelihood,Livelihood,Vocational training programs,,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,No,1,SE,TR27,TR2701844,CARE International
CARE International,CARE International,Education,Higher Education,Support access to higher education,TOMER / Language preparation programmes,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,No,1,SE,TR27,TR2701844,CARE International
Relief International,Relief International,Protection,Child Protection,Assistance (cash or in-kind) with the primary objective of meeting child protection needs,For ongoing needs,E-voucher,Gaziantep,Sehitkamil,Host Community,Ongoing,,,No,1,SE,TR27,TR2701844,Relief International
Relief International,Relief International,Protection,Child Protection,Awareness raising / information dissemination,"Mobile teams (centre based) sharing information with community, face to face",(blank),Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,Relief International
Relief International,Relief International,Protection,Child Protection,"Community-based protection, safe spaces and community centres",Stationary,(blank),Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,Relief International
Relief International,Relief International,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,Structured and sustained CP and PSS activities,(blank),Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,Relief International
Relief International,Relief International,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",(blank),Gaziantep,Sehitkamil,Host Community,Ongoing,,,No,1,SE,TR27,TR2701844,Relief International
Relief International,Relief International,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",(blank),Gaziantep,Sehitkamil,Host Community,Ongoing,,,No,1,SE,TR27,TR2701844,Relief International
Relief International/UOSSM,Relief International/UOSSM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups) (not specific to identified SGBV survivors)",(blank),Gaziantep,Sehitkamil,Host Community,Ongoing,,,No,1,SE,TR27,TR2701844,Relief International/UOSSM
Relief International/UOSSM,Relief International/UOSSM,Protection,Protection,Mechanisms for accountability to affected populations,Complaints box,(blank),Gaziantep,Sehitkamil,Host Community,Ongoing,,,No,1,SE,TR27,TR2701844,Relief International/UOSSM
Relief International/UOSSM,Relief International/UOSSM,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",(blank),Gaziantep,Sehitkamil,Host Community,Ongoing,,,No,1,SE,TR27,TR2701844,Relief International/UOSSM
Relief International/UOSSM,Relief International/UOSSM,Protection,Child Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",(blank),Gaziantep,Sehitkamil,Host Community,Ongoing,,,No,1,SE,TR27,TR2701844,Relief International/UOSSM
Habitat Association,Habitat Association,Livelihood,Livelihood,Livelihoods programme targeting entrepreneurship skills and business creation,,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,Habitat Association
UNHCR,UNHCR,Protection,SGBV,Advocacy,Sub-national level,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Awareness raising / information dissemination,Information tool development,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Advocacy,Sub-national level,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,"Community-based protection, community mobilization","Supporting community volunteers, including refugee outreach volunteers (ROVs)",,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Advocacy,National level,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Advocacy,National level,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Advocacy,Sub-national level,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Advocacy,National level,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Assessment,Focus group discussions,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Assessment,Focus group discussions,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,For ongoing needs,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Assistance (cash or in-kind) with the primary objective of meeting protection needs,For ongoing needs,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,Gaziantep,Islahiye,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701415,UNHCR
UNHCR,UNHCR,Protection,Protection,Awareness raising / information dissemination,Information tool development,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,"Community-based protection, community mobilization",Supporting community-based initiatives,,Gaziantep,Islahiye,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701415,UNHCR
UNHCR,UNHCR,Protection,Protection,Awareness raising / information dissemination,Information tool development,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Awareness raising / information dissemination,Information campaigns or public events,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,"Community-based protection, community mobilization",Supporting community-based groups ,,Gaziantep,Islahiye,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701415,UNHCR
UNHCR,UNHCR,Protection,Protection,Awareness raising / information dissemination,Information campaigns or public events,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Case management,Multidimension support with social worker and case management plan,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Case management,Multidimension support with social worker and case management plan,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Mechanisms for accountability to affected populations,Social media or email,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Mechanisms for accountability to affected populations,Social media or email,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,National system strengthening (non-training),Provision of translation staff or services,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,National system strengthening (non-training),Information meetings or exchanges,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,National system strengthening (non-training),Information meetings or exchanges,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Protection monitoring,Community visits done for protection monitoring (including camps),,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Protection monitoring,Authority visits done for protection monitoring,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Protection monitoring,Authority visits done for protection monitoring,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Training,Supporting the capacity development of national government officials,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Training,Supporting the capacity development of national government officials,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Training,Supporting the capacity development of national lawyers or legal staff ,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Training,Supporting the capacity development of service providers,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Training,Supporting the capacity development of humanitarian / human rights staff,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Training,Supporting the capacity development of communities,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,Protection,Training,Supporting the capacity development of communities,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Advocacy,National level,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Advocacy,National level,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Advocacy,Sub-national level,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Advocacy,Sub-national level,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Awareness raising / information dissemination,Information tool development,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Awareness raising / information dissemination,Information tool development,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Awareness raising / information dissemination,Information campaigns or public events,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Awareness raising / information dissemination,Information campaigns or public events,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Case management,Multidimension support with social worker and case management plan,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Case management,Multidimension support with social worker and case management plan,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Facilitating durable solutions,Submitting cases for resettlement,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Facilitating durable solutions,Submitting cases for resettlement,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Training,Supporting the capacity development of national government officials,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Training,Supporting the capacity development of national government officials,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Training,Supporting the capacity development of national lawyers or legal staff ,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Training,Supporting the capacity development of service providers,,Gaziantep,Sehitkamil,Host Community,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Training,Supporting the capacity development of humanitarian / human rights staff,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
UNHCR,UNHCR,Protection,SGBV,Training,Supporting the capacity development of communities,,Gaziantep,Sehitkamil,Camp,Ongoing,,,Yes,1,SE,TR27,TR2701844,UNHCR
