Organisation,SctrCluster,3RP,P_CODE,P_CODE_DIS
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
